"Sneaker_name","Sneaker_url","Sneaker_img","Sneaker_title","Sneaker_title_url","Sneaker_brand","Sneaker_brand_url","Sneaker_description","Sneaker_brand_img","Sneaker_brand_img_url"
"ASICS SportStyle Gel-Lyte III OG (schwarz)","https://www.43einhalb.com/p/asics-sportstyle-gel-lyte-iii-og-schwarz-404969","https://43einhalb.com/media/243155/w/616/h/370/n/asics-1201a050-001-gel-lyte-iii-og-1-kopie.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","Wenn es so etwas wie den heiligen Gral des Laufschuh-Universums gibt, dann gebührt dem GEL-LYTE III sicherlich ein Platz in der Mitte. Bereits bei seiner Markteinführung im Jahr 1990 punktete der ultraleichte Nachfolger des legendären GT II, dem weltweit ersten Schuh mit patentierter GEL-Dämpfung, nicht nur mit einer umfangreichen Weiterentwicklung des erfolgreichen Sohlensystems, sondern addierte weitere innovative Tech-Features für noch besseren Komfort und Halt hinzu.
Obwohl der modische Aspekt bei der Entwicklung nicht unbedingt im Mittelpunkt stand, entwickelte sich der Gel-Lyte III schnell zu einem beliebten Street-Style Sneaker, was er bis heute ist! Nicht gerade unschuldig an der Entwicklung des ursprünglichen Runners waren wohl die auffälligen Akzente, die sich auf dem sonst so schlichten Upper einer leichten Lifestyle-Silhouette tummelten. Die Inspiration für das Design holte sich der Designer Shigeyuki Mitsui vor allem aus der Skateboarding, Snowboarding und Hip-Hop Kultur.
Anlässlich des 30. Jubiläums der Retro-Ikone bringt ASICS einen weiteren OG zurück unsere Regale. Der ASICS SportStyle Gel-Lyte III OG kommt in seiner ursprünglichen Form und Konstruktion und überzeugt mit einem zeitlosen Suede-upper in Schwarz und der legendären gespalteten Zunge.","https://43einhalb.com/media/213728/w/240/h/158/n/213728.jpg","https://www.43einhalb.com/marken/asics-sportstyle"
"ASICS SportStyle Gel-Lyte III OG (grau)","https://www.43einhalb.com/p/asics-sportstyle-gel-lyte-iii-og-grau-404993","https://43einhalb.com/media/255964/w/616/h/370/n/asics-1201a050-020-gel-lyte-iii-og-1-kopie.jpg","Cloud Hi (grau)","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","On","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","Wenn es so etwas wie den heiligen Gral des Laufschuh-Universums gibt, dann gebührt dem GEL-LYTE III sicherlich ein Platz in der Mitte. Bereits bei seiner Markteinführung im Jahr 1990 punktete der ultraleichte Nachfolger des legendären GT II, dem weltweit ersten Schuh mit patentierter GEL-Dämpfung, nicht nur mit einer umfangreichen Weiterentwicklung des erfolgreichen Sohlensystems, sondern addierte weitere innovative Tech-Features für noch besseren Komfort und Halt hinzu.
Obwohl der modische Aspekt bei der Entwicklung nicht unbedingt im Mittelpunkt stand, entwickelte sich der Gel-Lyte III schnell zu einem beliebten Street-Style Sneaker, was er bis heute ist! Nicht gerade unschuldig an der Entwicklung des ursprünglichen Runners waren wohl die auffälligen Akzente, die sich auf dem sonst so schlichten Upper einer leichten Lifestyle-Silhouette tummelten. Die Inspiration für das Design holte sich der Designer Shigeyuki Mitsui vor allem aus der Skateboarding, Snowboarding und Hip-Hop Kultur.
Anlässlich des 30. Jubiläums der Retro-Ikone bringt ASICS einen weiteren OG zurück unsere Regale. Der ASICS SportStyle Gel-Lyte III OG kommt in seiner ursprünglichen Form und Konstruktion und überzeugt mit einem zeitlosen Suede-Upper in Grau und der legendären gespalteten Zunge.","https://43einhalb.com/media/213728/w/240/h/158/n/213728.jpg","https://www.43einhalb.com/marken/asics-sportstyle"
"New Balance PROCTSEJ (zebra)","https://www.43einhalb.com/p/new-balance-proctsej-zebra-359533","https://43einhalb.com/media/237014/w/616/h/370/n/nb-woman-779201-50-8-proctsej-1.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","New Balance macht einen gekonnten Sprung von den Tennis-Courts in die Skate-Parks dieser Welt.
Der NB Pro Court Cup wurde in den 1970ern ursprünglich als Tennis-Sneaker released und bewährte sich schon damals durch sein leichtes Obermaterial und der robusten Sohle. Doch nicht nur auf den Courts überzeugte der Sneaker, auch Skateboarder erkannten das Potential und adaptierten die schlichte Silhouette praktisch über Nacht.
Das klassische Mesh-Upper wurde durch ein Canvas-Upper ersetzt und kommt mit asymmetrischen Leder-Overlays, einer verstärkten Toe-Box und akzentuierten Logo Details. Die Ortholite-Einlegesohle sorgt den ganzen Tag lang für den optimalen Komfort, während die Gummi-Außensohle die nötige Traktion garantiert.
Hier bringt New Balance wieder einen Klassiker aus den Archiven an den Start, der nicht nur auf dem Board, sondern auch auf der Straße eine starke Figur abgibt – vor allem in diesem schönen Zebra-Colorway!","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"adidas Supercourt W (weiß)","https://www.43einhalb.com/p/adidas-supercourt-w-weiss-428530","https://43einhalb.com/media/242173/w/616/h/370/n/adidas-wmns-fu9955-supercourt-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Tennis-Style mit 90 Vibes!
Der adidas Supercourt steht für moderne minimalistischen Tennis-Style und das seit über 40 Jahren! Typisch für den Klassiker ist sein minimalistisches Design. Das cleane Leder Obermaterial wird durch dekorative Nähte und mehreren Overlays unterbrochen, wodurch der Sneaker Tiefe Struktur bekommt. Die perforierten Drei Streifen geben den Klassiker den letzten Schliff.
Hier kommt der adidas Supercourt W als Mädels-Version aus hochwertigen weißen Leder. Damit ist er der perfekte Mix aus Minimalismus und modernem Design. Die abgedunkeltenDetails machen den Look perfekt.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"adidas Nizza RF","https://www.43einhalb.com/p/adidas-nizza-rf-427784","https://43einhalb.com/media/238699/w/616/h/370/n/adidas-ef1883-nizza-rf-2.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Mit einer kühlen Flasche Champagner auf einer schönen Yacht an der Côte d’Azur...keine schlechte Vorstellung, oder? Der adidas Nizza ist zwar nach der schönen Hafenstadt in Frankfreich benannt, allerdings stammt der Sneaker aus dem Basketball-Sport.
Der Nizza RF ist die stylische Neuinterpretation eines B-Ball-Klassikers aus den 80ern. Das Low-Cut-Design kommt mit der typischen Zehenkappe und schlichten, aufgenähten 3-Streifen für den minimalistischen Look daher. Sein von Natur aus atmungsaktives Upper aus Canvas ist zudem besonders strapazierfähig.
Hier kommt der adidas Nizza RF in einem cleanen »All White« Look daher.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"Nike Air Tailwind 79 ""Worldwide Pack""","https://www.43einhalb.com/p/nike-air-tailwind-79-worldwide-pack-418746","https://43einhalb.com/media/240798/w/616/h/370/n/nike-cz5928-100-nike-air-tailwind-79-ww-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Releasedate: 09.07.2020 | Online: 09:00 Uhr.
Nike Sportswear gehört ohne Frage zu den ganz Großen im globalen Sneaker-Game und hat uns im Laufe der Jahrzehnte bereits mit einigen legendären Silhouetten beglückt. Dabei zählen sowohl die absoluten Klassiker wie der Air Force 1 oder der Air Max 90 als auch vergleichsweise neue Giganten wie der Air Max 270 React zu den beliebtesten Modellen im Nike-Sortiment. Genau diesen legendären Modellen, die globale Anziehungskraft genießen und über den gesamten Globus verteilt gefeiert werden, widmet der Swoosh nun das brandneue »Worldwide Pack«.
Das »Worldwide Pack« verleiht u.a. den klassischen Silhouetten des Air Force 1, Daybreak, Air Max 90, Air Max 95 und Air Max 270 einen angesagten, internationalen Look. Typisch für das neue »Worldwide Pack« sind hierbei die starken Neon-Details sowie die kleinen bunten Swooshes , die die weißen Upper zum absoluten Hingucker machen.
So kommt auch der Nike Air Tailwind 79 »Worldwide Pack« in einem weiß-schwarzen Upper aus Canvas und Suede, sowie Neon-Swooshes daher.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Nike Air Max 95 SE ""Worldwide Pack""","https://www.43einhalb.com/p/nike-air-max-95-se-worldwide-pack-417498","https://43einhalb.com/media/240161/w/616/h/370/n/nike-woman-cv9030-100-nike-air-max-95-se-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Releasedate: 09.07.2020 | Online: 09:00 Uhr. | Instore: Frankfurt.
Nike Sportswear gehört ohne Frage zu den ganz Großen im globalen Sneaker-Game und hat uns im Laufe der Jahrzehnte bereits mit einigen legendären Silhouetten beglückt. Dabei zählen sowohl die absoluten Klassiker wie der Air Force 1 oder der Air Max 90 als auch vergleichsweise neue Giganten wie der Air Max 270 React zu den beliebtesten Modellen im Nike-Sortiment. Genau diesen legendären Modellen, die globale Anziehungskraft genießen und über den gesamten Globus verteilt gefeiert werden, widmet der Swoosh nun das brandneue »Worldwide Pack«.
Das »Worldwide Pack« verleiht u.a. den klassischen Silhouetten des Air Force 1, Daybreak, Air Max 90, Air Max 95 und Air Max 270 einen angesagten, internationalen Look. Typisch für das neue »Worldwide Pack« sind hierbei die starken Neon-Details sowie die kleinen bunten Swooshes , die die weißen Upper zum absoluten Hingucker machen.
So kommt auch der Nike Air Max 95 SE »Worldwide Pack« in einem weißen Leder-Upper und mit starken Neon-Detail an der Ferse, den Air Pads und den Laces daher. Die kleinen bunten Swoosh-Prints an der Seite so wie das »Worldwide«-Branding auf den Laces vollenden den Look.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Nike Waffle Racer ""Midnight Navy""","https://www.43einhalb.com/p/nike-waffle-racer-midnight-navy-419792","https://43einhalb.com/media/241965/w/616/h/370/n/nike-da4656-400-nike-waffle-racer-1-kopie.jpg","Cloudswift (blau / weiß)","https://www.43einhalb.com/p/on-cloudswift-blau-weiss-304600","On","https://www.43einhalb.com/p/on-cloudswift-blau-weiss-304600","Der Nike Waffle Racer erinnert an das Original aus dem Jahr 1977 und besticht mit einem von Mokassins inspirierten Obermaterial, einer keilförmigen Mittelsohle und einer Außensohle mit Waffelprofil. Moderne Updates wie eine Einlegesohle aus Memory-Schaumstoff und eine Dual-Density-Mittelsohle sorgen für höchsten Tragekomfort.
Zudem sorgt die Gummi-Außensohle mit Waffelprofil für Strapazierfähigkeit und hervorragende Traktion auf verschiedenen Belägen.
Hier kommt der Nike Waffle Racer in einem dunkelblauen Textil-Upper und Overlays aus Wildleder daher. Die schwarze Zwischensohle, der grüne Swoosh und die Bunt-gesprenkelten Details runden den Retro-Look perfekt ab. Hightlight des Modells ist hierbei auf jeden Fall das Regrind-Material an der Ferse, welches aus recycelten Schuhen und überschüssigem Verschnitt besteht.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"adidas Superstar (weiß / schwarz)","https://www.43einhalb.com/p/adidas-superstar-weiss-schwarz-371076","https://43einhalb.com/media/230787/w/616/h/370/n/adidas-fv2808-superstar-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Releasedate: 02.04.2020 | Online: 00:01 Uhr.
Herausgebracht in 1986 war der Superstar als Low-Top Version das Pendant zum Pro Model und der erste flache Basketball Ledersneaker der deutschen Traditionsmarke aus dem Frankenländle. Der Superstar bekam seine einzigartige Identität durch den Gummi-Zehenvorderfuss, der schnell auch als »Shell Toe« bekannt wurde. Anfänglich nur für die besten College- und Profi-Spieler erhältlich, war der Superstar Mitte der 1970er Jahre aus der NBA nicht mehr wegzudenken. Einige namenhafte Spieler zeigten sich im Superstar, darunter Kareem Abdul-Jabbar, George Irvine, Ricky Berry und viele viele mehr.
Ende der 70er Jahre erschien ein modifiziertes Modell für den amerikanischen Markt - der adidas 80s. Der Sneaker war aus der Hip-Hop und B-Boy Szene extrem beliebt. Nachdem die damaligen Hip-Hop-Superstars »RUN DMC« dem Superstar ihren Song ""My adidas"" widmeten, ihn auf sämtlichen Auftritten ohne Schnürsenkel trugen, bekam der Superstar einen Ikonenstatus. Nun war der Superstar nicht mehr nur unter HipHop Fans und Breakdancern ein beliebter Sneaker, auch aus der kalifornischen Skater- und Streetwear-Szene war er nicht mehr wegzudenken.
Als adidas dann 1987 eine Kollektion mit Run DMC an den Start brachte, war der hype nicht mehr aufzuhalten und der Superstar eroberte die Welt. Legendär waren auch die Kollaborationen mit »Bathing Ape« aka die ""Bape-Stars aus 2003"" und natürlich die 35 Jahre Jubiläumsedition. Hartnäckig wie kaum ein anderer Sneaker ist der adidas Superstar auch heute noch ein fester Bestandteil der Streetwear-Szene und adidas liefert uns immer wieder starke Colorways auf der ikonischen Silhouette. Bei dieser Version legt adidas ganz besonderen Wert auf die inneren Werte! Das Größenlabel, das sich normalerweise innen auf dem Futter befindet, zeigt sich hier seitlich außen auf dem Schuh. Das klassische Farbdesign in Weiß und Schwarz und die Shell Toe aus Gummi runden das Ganze ab.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"New Balance WL996COL (grau / mint)","https://www.43einhalb.com/p/new-balance-wl996col-grau-mint-348545","https://43einhalb.com/media/220881/w/616/h/370/n/nb-woman-774701-50-12-wl996col-1.jpg","Cloud Hi (grau)","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","On","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","Der 996 gehört seit seiner Erstveröffentlichung 1987 zu den Ikonen im New Balance Sortiment. Er war der allererste Running-Schuh, der die 100$-Preis-Marke knackte. Und das nicht ohne Grund. Seine Revlite-Sohleneinheit. Seine Gummi-Außensohle und der Suede-Upper begeistert Läufer und Athleten rund um den Globus.
Jetzt ist er in der Original-Silhouette wieder da und wir sind hin und weg. Graues Suede mit einheitlichem Stitching, die Lasche aus Leder mit gewobenen Label, reflektierendes 3M »N« auf der Seite und ein Shape, der noch genauso herrlich ist wie damals. Das ist der Stoff aus dem Retro-Träume gemacht sind!
Zudem runden den Hellblauen und Rosa Details den »Girls Only« Look perfekt ab!
Weitere 996er Modelle findest du in unserer New Balance 996er Übersicht.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"adidas SL 72 (schwarz)","https://www.43einhalb.com/p/adidas-sl-72-schwarz-431496","https://43einhalb.com/media/240279/w/616/h/370/n/adidas-fw3272-sl72-1.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","Releasedate: 15.07.2020 | Online: 00:01 Uhr.
Der adidas SL 72 wird fälschlicherweise oft mi dem SL 76 verwechselt, den Ben Stiller im Kultmovie »Starsky & Hutch« an der Seite von Owen Wilson trug. Nichtsdestotrotz tut dies dem Retro-Faktor dieses schlanken Sneakers keinen Abbruch, im Gegenteil: der SL 72 ist sozusagen der Vater aller adidas SLs.
Als erster seiner »Familie« wurde er 1972 als Trainingsschuh für die Olympischen Spiele in München entworfen. Das »SL« steht für »Super Light«, was unter heutigen Maßstäben zwar nicht mehr ganz konkurrenzfähig ist, ein leichter Begleiter für den stilsicheren Alltag ist der SL 72 jedoch alle mal!
Das Upper des Schuhs besteht aus einer Kombination aus atmungsaktiven Nylongewebe und Wildleder. Als weitere Besonderheiten wären die spezielle Haftsohle, der integrierte Heel Counter, sowie die verstärkte Zehenkappe aufzuführen, die den Schuh auch den rauen Club-Alltag meistern lassen.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"Nike Air Max 90 SE ""Worldwide Pack""","https://www.43einhalb.com/p/nike-air-max-90-se-worldwide-pack-414966","https://43einhalb.com/media/240176/w/616/h/370/n/nike-woman-ck7069-100-nike-air-max-90-se-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Releasedate: 09.07.2020 | Online: 09:00 Uhr. | Instore: Frankfurt & Fulda.
Nike Sportswear gehört ohne Frage zu den ganz Großen im globalen Sneaker-Game und hat uns im Laufe der Jahrzehnte bereits mit einigen legendären Silhouetten beglückt. Dabei zählen sowohl die absoluten Klassiker wie der Air Force 1 oder der Air Max 90 als auch vergleichsweise neue Giganten wie der Air Max 270 React zu den beliebtesten Modellen im Nike-Sortiment. Genau diesen legendären Modellen, die globale Anziehungskraft genießen und über den gesamten Globus verteilt gefeiert werden, widmet der Swoosh nun das brandneue »Worldwide Pack«.
Das »Worldwide Pack« verleiht u.a. den klassischen Silhouetten des Air Force 1, Daybreak, Air Max 90, Air Max 95 und Air Max 270 einen angesagten, internationalen Look. Typisch für das neue »Worldwide Pack« sind hierbei die starken Neon-Details sowie die kleinen bunten Swooshes , die die weißen Upper zum absoluten Hingucker machen.
So kommt auch der Nike Air Max 90 SE »Worldwide Pack« in einem weißen Leder-Upper und mit starken Neon-Detail an der Ferse und der Außensohle daher. Die kleinen bunten Swoosh-Prints an der Seite so wie das »Worldwide«-Branding auf den Laces vollenden den Look.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Nike Waffle Racer ""Worldwide Pack""","https://www.43einhalb.com/p/nike-waffle-racer-worldwide-pack-419746","https://43einhalb.com/media/242160/w/616/h/370/n/nike-da4655-100-waffle-racer-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Der Nike Waffle Racer erinnert an das Original aus dem Jahr 1977 und besticht mit einem von Mokassins inspirierten Obermaterial, einer keilförmigen Mittelsohle und einer Außensohle mit Waffelprofil. Moderne Updates wie eine Einlegesohle aus Memory-Schaumstoff und eine Dual-Density-Mittelsohle sorgen für höchsten Tragekomfort.
Zudem sorgt die Gummi-Außensohle mit Waffelprofil für Strapazierfähigkeit und hervorragende Traktion auf verschiedenen Belägen.
Hier kommt der Nike Waffle Racer in einem Hellblau-melierten Nylon Upper und Overlays aus Wildleder daher. Die beige Zwischensohle,Blaue Swoosh und die Neon-Gelben Details runden den Retro-Look perfekt ab.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Nike Air Tailwind 79 (schwarz / grau / rot)","https://www.43einhalb.com/p/nike-air-tailwind-79-schwarz-grau-rot-418702","https://43einhalb.com/media/242131/w/616/h/370/n/nike-cz5928-001-air-tailwind-79-1.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","1978 beim Honolulu Marathon zum ersten Mal vorgestellt, wurde der Air Tailwind dann ein Jahr später veröffentlicht – ein Meilenstein der Running-Geschichte. Als erster Schuh überhaupt wurde in der Sohle des Tailwind eine Air-Unit eingebaut, um für Komfort und Dämpfung zu sorgen. Schnell revolutionierte der Air Tailwind die Runningszene mit der neuartigen Technik. Läufer sprachen damals von einem »völlig neuartigen« Gefühl.
Jetzt bringt Nike den legendären Runner mit typischen OG-Vibes an den Start. Der Nike Air Tailwind 79 kombiniert ein frisches Mesh-Upper in Schwarz mit beigen Suede-Overlays und einem Swoosh aus Leder. Das gestickte Logo auf der Schaumstoffzunge und der Ferse sorgt für einen angesagten Vintage-Look. Die weiße Mittelsohle sowie die schwarze Waffelsohle runden den schlanken Retro-Look perfekt ab.
Eins steht fest: Wenn’s um Retro Running geht, kommt Ihr am Air Tailwind nicht vorbei!","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Vans x Billy's Tokyo Classic Slip-On ""Cherry""","https://www.43einhalb.com/p/vans-x-billys-tokyo-classic-slip-on-cherry-420761","https://43einhalb.com/media/236907/w/616/h/370/n/vans-vn0a4u38l6m1-x-billys-tokyo-classic-slip-on-1.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","Dieses neue Pack setzt dem Ganzen die Kirsche auf!
Vans ist bekannt dafür, sich starke Kollaborationspartner aus allen möglichen Bereichen zu schnappen und geniale Kollektionen an den Start zu bringen. Einer unserer Favorites sind die Kollabos mit Billy’s Tokyo! Jetzt hat sich die Brand erneut mit dem Lifestyle Label aus Japan zusammengetan und präsentiert das »Cherry Pack«.
Der Classic Slip-On und der Authentic dienen erneut als gemeinsame Leinwand der beiden Partner. Das Upper beider Modelle wurde fast vollständig in Schwarz gekleidet und sitzt auf einer klassischen weißen Vans Waffelsohle. Das Highlight: Rote Kirschen wurden auf die Obermaterialen gestickt! Natürlich tragen beide Paare weiße seitliche Vans-Streifen und rote »OFF THE WALL«-Schriftzüge an den Fersen.","https://43einhalb.com/media/103047/w/240/h/158/n/103047.jpg","https://www.43einhalb.com/marken/vans"
"Vans OG Old Skool LX (schwarz / weiß)","https://www.43einhalb.com/p/vans-og-old-skool-lx-schwarz-weiss-399869","https://43einhalb.com/media/236816/w/616/h/370/n/vans-vn0a4p3xxc51-og-old-skool-lx-1.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","","https://43einhalb.com/media/103047/w/240/h/158/n/103047.jpg","https://www.43einhalb.com/marken/vans"
"New Balance ML574NFO (grau / orange / navy)","https://www.43einhalb.com/p/new-balance-ml574nfo-grau-orange-navy-406175","https://43einhalb.com/media/239995/w/616/h/370/n/new-balance-738191-60-12-ml574nfo-1.jpg","Cloud Hi (grau)","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","On","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","Wenn man von New Balance spricht, kommt zwangsläufig der 574er zur Sprache. Es ist das seit 1988 immer leuchtende Aushängeschild der Laufschuhmarke, welches Liebhaber als auch New Balance Neulinge gleichermaßen begeistert!
Ausgestattet mit dem ENCAP-System, welches zusätzlich Stabilität und Dämpfung bringt, war der New Balance 574 viele Jahre einer der beliebtesten Laufschuhe. Heute ist er der solideste Lifestyle-Sneaker im New Balance Sortiment, nicht zuletzt weil er den Spagat zwischen Sportlichkeit und Casual wie kaum ein anderer Sneaker beherrscht.
Hier kommt der New Balance ML574NFO mit einem lässigen Upper in Grau sowie Details in Blau und Rot Die weiße Zwischensohle und die schwarze Gum-Außensohle runden den starken Retro-Look perfekt ab.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"Saucony Grid Azura 2000","https://www.43einhalb.com/p/saucony-grid-azura-2000-391440","https://43einhalb.com/media/234871/w/616/h/370/n/saucony-s70491-1-grid-azura-2000-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Die Saucony-Fangemeinde darf sich freuen: Mit dem Grid Azura 2000 wird eine beinahe vergessene Silhouette endlich zum Leben erweckt!
Bereits vor einigen Jahren als neue Trend-Silhouette entwickelt und designt, verschwand der Grid Azura 2000 jedoch zuerst in den Saucony-Archiven und wartete seither auf seinen ausstehenden Release. Anfang diesen Jahres war es dann endlich soweit: Saucony hat sich mit dem amerikanischen Streetwear-Label »Bodega« zusammengetan und den lang ersehnten Release des Grid Azura 2000 mit einem gewaltigen Knall gefeiert!
Jetzt geht Saucony mit einer weiteren starken Version des Grid Azura 2000 an den Start und trifft mal wieder genau den Sneaker-Geschmack unserer Zeit. Das starke Colorblocking in Schwarz und Orange versprüht angesagte Retro-Vibes, inspiriert von dem Sportrunner der 90er Jahre. Die auffällige Sohle und der Material-Mix aus Mesh und Suede-Overlays passen sich optimal dem andauernden »Chunky«-Trend an, während das bereits bekannte Grid-Polsterungssystem für den gewohnten Saucony-Komfort sorgt.","https://43einhalb.com/media/46324/w/240/h/158/n/46324.jpg","https://www.43einhalb.com/marken/saucony"
"Nike Air Max 2090 ""Reverse Duck Camo""","https://www.43einhalb.com/p/nike-air-max-2090-reverse-duck-camo-402695","","","","","","","",""
"Saucony Shadow 5000 (grau / schwarz)","https://www.43einhalb.com/p/saucony-shadow-5000-grau-schwarz-435760","https://43einhalb.com/media/240965/w/616/h/370/n/saucony-s70404-30-shadow-5000-1.jpg","Cloud Hi (grau)","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","On","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","Aus dem Schatten der Vergangenheit tritt ein Klassiker hervor in eine neue Zukunft: Der Saucony Shadow 5000. Das Original wurde 1989 als Performance-Runner gelauncht. Athletik trifft hier auf Ästhetik. Das Modell repräsentiert authentische Innovation.
Nahezu 30 Jahre später sind seine funktionalen Wurzeln in einen modernen Klassiker ausgewachsen. Das Obermaterial kombiniert Nylon und Wildleder mit einem angenehmen Schaft am Knöchel und einer rutschfesten Gummisohle für unantastbaren Grip.
Der neue Saucony Shadow 5000 kommt in einer starken Farbkombi aus Schwarz und Grau, die dem Retro-Klassiker neuen Schwung verleiht. Smarte Materialien hauchen dem Klassiker neues Leben ein und verwandeln ihn in einen modernen Sneaker, der in keiner ernstzunehmenden Sammlung fehlen darf!","https://43einhalb.com/media/46324/w/240/h/158/n/46324.jpg","https://www.43einhalb.com/marken/saucony"
"Nike Air Max 90 SE ""Worldwide Pack""","https://www.43einhalb.com/p/nike-air-max-90-se-worldwide-pack-418922","https://43einhalb.com/media/241748/w/616/h/370/n/nike-cz6419-100-nike-air-max-90-se-1.jpg","Air Max 90 SE ""Worldwide Pack""","","Nike","","Nike Sportswear gehört ohne Frage zu den ganz Großen im globalen Sneaker-Game und hat uns im Laufe der Jahrzehnte bereits mit einigen legendären Silhouetten beglückt. Dabei zählen sowohl die absoluten Klassiker wie der Air Force 1 oder der Air Max 90 als auch vergleichsweise neue Giganten wie der Air Max 270 React zu den beliebtesten Modellen im Nike-Sortiment. Genau diesen legendären Modellen, die globale Anziehungskraft genießen und über den gesamten Globus verteilt gefeiert werden, widmet der Swoosh nun das brandneue »Worldwide Pack«.
Das »Worldwide Pack« verleiht u.a. den klassischen Silhouetten des Air Force 1, Daybreak, Air Max 90, Air Max 95 und Air Max 270 einen angesagten, internationalen Look. Typisch für das neue »Worldwide Pack« sind hierbei die starken Neon-Details sowie die kleinen bunten Swooshes , die die weißen Upper zum absoluten Hingucker machen.
So kommt auch der Nike Air Max 90 SE »Worldwide Pack« in einem weißen Leder-Upper und mit starken Neon-Detail an der Ferse und der Außensohle daher. Die kleinen bunten Swoosh-Prints an der Seite so wie das »Worldwide«-Branding auf den Laces vollenden den Look.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
