"Sneaker_name","Sneaker_url","Sneaker_img","Sneaker_title","Sneaker_brand","Sneaker_price","Sneaker_description","Sneaker_brand_img","Sneaker_brand_img_url","Sneaker_title_url","Sneaker_brand_url"
"Reebok AD Court (weiß / schwarz)","https://www.43einhalb.com/p/reebok-ad-court-weiss-schwarz-453590","https://43einhalb.com/media/254670/w/616/h/370/n/reebok-fx1338-ad-court-1.jpg","Force 1 TD (weiß)","Nike","€ 99,95","","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838"
"Nike Blazer Low Leather (weiß / grün)","https://www.43einhalb.com/p/nike-blazer-low-leather-weiss-gruen-413242","https://43einhalb.com/media/253305/w/616/h/370/n/nike-ci6377-108-blazer-low-leather-1.jpg","Force 1 TD (weiß)","Nike","€ 89,95","Der Nike Blazer ist ein oft unterschätzter Klassiker, der nicht nur wegen seiner Basketballgeschichte in jede Sneaker-Sammlung gehört. Der Blazer kann mit Stolz von sich behaupten, nicht nur einer der ersten Sneaker auf den Basketball-Courts der 70er zu gewesen zu sein, sondern zudem den wohl größten Nike Swoosh zu tragen, der jemals auf einem Nike Sneaker platziert wurde.
Besonders gut gefällt uns die neue Low Version des Blazers. Das flache Profil, das klassische Basketball-Shape und die sorgfältig ausgewählten Materialien in Weiß und Grün sorgen für einen cleanen Look und machen den Schuh zu einem absoluten Liebling für jeden Tag!","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838"
"Reebok Classic Leather (weiß / gold)","https://www.43einhalb.com/p/reebok-classic-leather-weiss-gold-458076","https://43einhalb.com/media/253815/w/616/h/370/n/reebok-fy9401-cl-lthr-1.jpg","Force 1 TD (weiß)","Nike","€ 109,95","Ein Sneaker, der einfach nie aus der Mode kommt – Der Reebok Classic Leather macht seinen Namen alle Ehren und überzeugt als zeitloser Klassiker.
Mit seinem schlichten Design und der schönen Low-Cut Silhouette hat sich der Reebok Classic Leather zum absoluten All-Day-Carry Sneaker gemausert. Zu Recht!
Mit dem Reebok Classic Leather ist nämlich eine wahre Running Legende in unser Sortiment gewandert, deren Retro-Charm niemandem entgeht. Das schlichte Modell mit der leichten, gestanzten EVA-Zwischensohle prägte die Reebok-Laufgeschichte wie kaum ein anderer Schuh - und zeigt auch heute noch, wie gut ein alter Laufhase aussehen kann.
Hier kommt der Reebok Classic Leather mit einem weißen Leder-Upper und goldenen Details daher.","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838"
"Reebok Classic Leather Legacy (weiß / hellblau / orange)","https://www.43einhalb.com/p/reebok-classic-leather-legacy-weiss-hellblau-orange-458424","https://43einhalb.com/media/254992/w/616/h/370/n/reebok-fz0812-cl-legacy-6.jpg","Classic Leather Legacy (weiß / hellblau / orange)","Reebok","€ 99,95","»Write Your Legacy«
Getreu diesem Motto bringt Reebok mit dem Classic Leather Legacy ein neues Modell an den Start, das seine DNA gleich aus zwei Reebok-Ikonen zieht. Inspiriert von der Running Heritage des Aztec von 1979 und des Classic Leather aus ’83, mit denen Reebok endgültig den Status als internationale Sportswear-Brand erreichte, ist es jetzt an der Zeit für deine Legacy!
Neuer Schuh. Alte Seele.
Reebok schaut aber bei diesem Modell nicht nur auf seine Running-Vergangenheit, sondern kombiniert klassische Designelementen des Classic Leather und Aztec mit den Trends von heute, um so unseren modernen Ansprüche gerecht zu werden.
Die neue Silhouette kommt mit einem aggressiven Shape und ist voll gespickt mit schönen Details, die am kompletten Schuh vorzufinden sind. Am Upper findest du hochwertige Suede Overlays, die über der klassischen, atmungsaktiven Nylon-Toebox vernäht sind. Sowohl auf der Innen- und Außenseite kommt das klassische Reebok Branding, das sich farblich vom Rest des Schuhs absetzt und für einen echten Hingucker sorgt. Des Weiteren befindet sich am Heel des Schuhs ein mit »Reebok« geprägtes Ledertag, das zusätzlich den Einstieg in den Legacy vereinfacht.
Besonders begeistert uns das hochwertige Lederlining und der von innen gepolsterte Knöchelbereich, der den Tragekomfort auf ein ganz anderes Level hebt. Komplettiert wird der Vintage Running-Vibe von der nach hinten verlängerten Zwischensohle, die den Schuh noch dynamischer wirken lässt und einer offen gehaltenen Schaumstoffzunge.
Mit dem Classic Legacy bringt Reebok ein heißes Teil von der Laufbahn auf die Straße und damit auch an deine Füße!","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok","",""
"Nike Space Hippie 04 (grau / rosa / lila)","https://www.43einhalb.com/p/nike-space-hippie-04-grau-rosa-lila-447628","https://43einhalb.com/media/254756/w/616/h/370/n/nike-women-cd3476-500-space-hippie-04-1.jpg","Arizona BF Patent Fuchsia Tulip","Birkenstock","€ 139,95","Releasedate: 10.12.2020 | Online: 09:00 Uhr.
This is Trash.
Beim Space Hippie dreht sich alles um das Konzept »Trash Transformed«. Der Space Hippie 04 besteht vom Obermaterial bis zur Außensohle zu mindestens 25 % aus recycelten Materialien.
Bei dem Schuh handelt sich nicht nur um den Schuh aus der Space Hippie Kollektion mit dem geringsten Gewicht, sondern auch um das Modell mit dem kleinsten CO2-Fußabdruck. Das ""Space Waste""-Garn im Obermaterial besteht zu 85 % aus recyceltem Polyester, das aus Plastikflaschen, T-Shirts und Garnabfällen hergestellt wurde. Die weiche Midsole aus Crater Foam vereint Nike Grind Rubber mit einer Kombination aus verschiedensten Schaumstoffen und sorgt für Stabilität und einen einzigartigen Look.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike","https://www.43einhalb.com/p/birkenstock-arizona-bf-patent-fuchsia-tulip-438400","https://www.43einhalb.com/p/birkenstock-arizona-bf-patent-fuchsia-tulip-438400"
"Reebok Club C Revenge (weiß / blau / braun)","https://www.43einhalb.com/p/reebok-club-c-revenge-weiss-blau-braun-458148","https://43einhalb.com/media/254675/w/616/h/370/n/reebok-fy9419-club-c-revenge-1.jpg","Force 1 TD (weiß)","Nike","€ 89,95","Der Reebok Club C 85 feiert 35-jähriges Jubiläum!
Für Reebok stehen Tradition und Authentizität an erster Stelle: Statt auf ausgefallene, futuristische Modelle zu setzen, bleiben die Macher von Reebok lieber ihren Wurzeln treu und präsentieren mit dem Club C 85 den nächsten Klassiker aus den 80er Jahren.
Zur Freude der Retro-Fans hat sich der Sneaker optisch im Vergleich zum Vorbild von 1985 kaum verändert, an neuen technischen Features wurde allerdings nicht gespart. So stattet Reebok den Klassiker mit einer Eva-Midsole für die optimale Dämpfung und einem abriebfesten Rubber für zuverlässigen Grip aus.
Zu seinem 35-jährigem Jubiläum kommt der Reebok Club C 85 hier in einem cleanen, weißen Colorway mit blauen und braunen Details daher.","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838"
"New Balance ML527LC (grau / weiß)","https://www.43einhalb.com/p/new-balance-ml527lc-grau-weiss-409449","https://43einhalb.com/media/253767/w/616/h/370/n/nb-823871-60-12-ml527lc-1.jpg","Cloud Hi (grau)","On","€ 79,95","Ein absoluter Klassiker: Der New Balance ML527LC überzeugt als stylische Neuinterpretation des typischen NB-Runners im klassischen Stil.
Hierbei besticht die neue Mädelsversion vor allem durch seine schlanke Silhouette und den alltagstauglichen Look. Das leichte und flexible Obermaterial aus Wildleder und Mesh-Obermaterial ist mit dem klassischen NB-Branding versehen, während die leichte EVA- Zwischensohle für bequemen Komfort und die strapazierfähige Gummiaußensohle für festen Halt sorgen. On top beglückt uns der neue NB ML527LC mit dem cleanen grauen Upper und einen starken, modernen Look.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","https://www.43einhalb.com/p/on-cloud-hi-grau-362677"
"Nike WMNS Blazer Low (weiß / blau / pink)","https://www.43einhalb.com/p/nike-wmns-blazer-low-weiss-blau-pink-453170","https://43einhalb.com/media/252876/w/616/h/370/n/nike-women-dc9211-100-blazer-low-1.jpg","Force 1 TD (weiß)","Nike","€ 89,95","Releasedate: 19.11.2020 | Online: 09:00 Uhr.
Der Nike Blazer ist ein oft unterschätzter Klassiker, der nicht nur wegen seiner Basketballgeschichte in jede Sneaker-Sammlung gehört. Der Blazer kann mit Stolz von sich behaupten, nicht nur einer der ersten Sneaker auf den Basketball-Courts der 70er zu gewesen zu sein, sondern zudem den wohl größten Nike Swoosh zu tragen, der jemals auf einem Nike Sneaker platziert wurde.
Besonders gut gefällt uns die neue Low Version des Blazers. Das flache Profil, das klassische Basketball-Shape und die sorgfältig ausgewählten Materialien in Weiß, Blau und Pink sorgen für einen cleanen Look und machen den Schuh zu einem absoluten Liebling für jeden Tag!","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838"
"Reebok Classic Leather Legacy (weiß / blau / rot)","https://www.43einhalb.com/p/reebok-classic-leather-legacy-weiss-blau-rot-458842","https://43einhalb.com/media/255271/w/616/h/370/n/reebok-fz2923-cl-legacy-1.jpg","Classic Leather Legacy (weiß / blau / rot)","Reebok","€ 99,95","»Write Your Legacy«
Getreu diesem Motto bringt Reebok mit dem Classic Leather Legacy ein neues Modell an den Start, das seine DNA gleich aus zwei Reebok-Ikonen zieht. Inspiriert von der Running Heritage des Aztec von 1979 und des Classic Leather aus ’83, mit denen Reebok endgültig den Status als internationale Sportswear-Brand erreichte, ist es jetzt an der Zeit für deine Legacy!
Neuer Schuh. Alte Seele.
Reebok schaut aber bei diesem Modell nicht nur auf seine Running-Vergangenheit, sondern kombiniert klassische Designelementen des Classic Leather und Aztec mit den Trends von heute, um so unseren modernen Ansprüche gerecht zu werden.
Die neue Silhouette kommt mit einem aggressiven Shape und ist voll gespickt mit schönen Details, die am kompletten Schuh vorzufinden sind. Am Upper findest du hochwertige Suede Overlays, die über der klassischen, atmungsaktiven Nylon-Toebox vernäht sind. Sowohl auf der Innen- und Außenseite kommt das klassische Reebok Branding, das sich farblich vom Rest des Schuhs absetzt und für einen echten Hingucker sorgt. Des Weiteren befindet sich am Heel des Schuhs ein mit »Reebok« geprägtes Ledertag, das zusätzlich den Einstieg in den Legacy vereinfacht.
Besonders begeistert uns das hochwertige Lederlining und der von innen gepolsterte Knöchelbereich, der den Tragekomfort auf ein ganz anderes Level hebt. Komplettiert wird der Vintage Running-Vibe von der nach hinten verlängerten Zwischensohle, die den Schuh noch dynamischer wirken lässt und einer offen gehaltenen Schaumstoffzunge.
Mit dem Classic Legacy bringt Reebok ein heißes Teil von der Laufbahn auf die Straße und damit auch an deine Füße!","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok","",""
"HOKA ONE ONE M Clifton L (schwarz)","https://www.43einhalb.com/p/hoka-one-one-m-clifton-l-schwarz-437148","https://43einhalb.com/media/255279/w/616/h/370/n/hoka-one-one-1117050-brvn-m-clifton-l-1.jpg","M Clifton L (schwarz)","HOKA ONE ONE","€ 149,95","HOKA ONE ONE bringt zwei neue Versionen von der legendären Clifton Silhouette an den Start. Der Runner ist einer der erfolgreichsten Silhouetten im Laufsortiment des irischen Sportartikelherstellers und bekommt jetzt ein Street-Style taugliches Update!
Der Hoka One One M Clifton L kommt hier in einem all-over schwarzen Upper daher. Die Overlays verleihen dem Sneaker einen lässigen Look und machen ihn absolut straßentauglich. Natürlich wurde bei dem Design nicht auf die technischen Features verzichtet: Die EVA Zwischensohle und die extra gepolsterten Plateausohle sorgen für ein angenehmes Laufgefühl, während die Leder-Overlays die nötige Stabilität garantieren.","https://43einhalb.com/media/218277/w/240/h/158/n/218277.jpg","https://www.43einhalb.com/marken/hoka-one-one","",""
"ASICS SportStyle x Slamjam Novablast (grau / rot)","https://www.43einhalb.com/p/asics-sportstyle-x-slamjam-novablast-grau-rot-464109","https://43einhalb.com/media/253935/w/616/h/370/n/asics-1201a117-020-x-slamjam-novablast-1.jpg","Force 1 TD (weiß)","Nike","€ 159,95","Releasedate: 26.11.2020 | Online: 00:01 Uhr.
Die neue Novablast Silhouette ist eins der neuen Flagship-Modelle von ASICS Sportstyle, das hochentwickelte Running-Technologie und Lifestyle-Ästhetik miteinander vereint! Die super leichte Silhouette kommt verfügt über die innovative FLYTEFOAM Blast-Midsole, die euch ein hohes Level an Komfort verspricht. Die nahtlose Konstruktion des Uppers mit den gerippten Mesh-Einsätzen verspricht ebenfalls ein angenehmes Tragegefühl.
Für die nächste Kollaboration hat sich ASICS Sportstyle mit dem italienischen Premium Sneaker-Retailer Slam Jam zusammen getan. Slam Jam ist bei ASICS-Sammlern dabei alles andere als unbekannt! Bereits im Jahr 2010 sorgte das Duo mit dem Beginn Ihrer Zusammenarbeit auf dem GEL-LYTE 3 »5th Dimension«, der längst Legenden-Status bei Sneakerheads erreicht hat, für Furore - über die Jahre folgten zahlreiche weitere erfolgreiche Kollektionen. Da der Novablast ein auf Running ausgelegter, funktionaler Sneaker ist, steht auch dieses Konzept für Speed und Bewegung.","https://43einhalb.com/media/213728/w/240/h/158/n/213728.jpg","https://www.43einhalb.com/marken/asics-sportstyle","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838"
"HOKA ONE ONE M Kaha GTX (beige)","https://www.43einhalb.com/p/hoka-one-one-m-kaha-gtx-beige-479694","https://43einhalb.com/media/255583/w/616/h/370/n/hoka-one-one-1112030-dotn-m-kaha-gtx-1.jpg","M Kaha GTX (beige)","HOKA ONE ONE","€ 219,95","","https://43einhalb.com/media/218277/w/240/h/158/n/218277.jpg","https://www.43einhalb.com/marken/hoka-one-one","",""
"HOKA ONE ONE M Clifton 7 (weiß)","https://www.43einhalb.com/p/hoka-one-one-m-clifton-7-weiss-479568","https://43einhalb.com/media/255578/w/616/h/370/n/hoka-one-one-1110508-wwh-m-clifton-7-1.jpg","M Clifton 7 (weiß)","HOKA ONE ONE","€ 139,95","","https://43einhalb.com/media/218277/w/240/h/158/n/218277.jpg","https://www.43einhalb.com/marken/hoka-one-one","",""
"HOKA ONE ONE M Bondi 7 (schwarz)","https://www.43einhalb.com/p/hoka-one-one-m-bondi-7-schwarz-479526","https://43einhalb.com/media/255572/w/616/h/370/n/hoka-one-one-1110518-bblc-m-bondi-7-1-kopie.jpg","M Bondi 7 (schwarz)","HOKA ONE ONE","€ 149,95","","https://43einhalb.com/media/218277/w/240/h/158/n/218277.jpg","https://www.43einhalb.com/marken/hoka-one-one","",""
"Nike Blazer Low Leather (weiß / blau)","https://www.43einhalb.com/p/nike-blazer-low-leather-weiss-blau-413206","https://43einhalb.com/media/253290/w/616/h/370/n/nike-ci6377-107-blazer-low-leather-1.jpg","Force 1 TD (weiß)","Nike","€ 89,95","Der Nike Blazer ist ein oft unterschätzter Klassiker, der nicht nur wegen seiner Basketballgeschichte in jede Sneaker-Sammlung gehört. Der Blazer kann mit Stolz von sich behaupten, nicht nur einer der ersten Sneaker auf den Basketball-Courts der 70er zu gewesen zu sein, sondern zudem den wohl größten Nike Swoosh zu tragen, der jemals auf einem Nike Sneaker platziert wurde.
Besonders gut gefällt uns die neue Low Version des Blazers. Das flache Profil, das klassische Basketball-Shape und die sorgfältig ausgewählten Materialien in Weiß und Blau sorgen für einen cleanen Look und machen den Schuh zu einem absoluten Liebling für jeden Tag!","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838"
"New Balance M670ORC - Made in England (grau / dunkelblau)","https://www.43einhalb.com/p/new-balance-m670orc-made-in-england-grau-dunkelblau-407577","https://43einhalb.com/media/251641/w/616/h/370/n/nb-821401-60-12-m6700rc-1.jpg","Cloud Hi (grau)","On","€ 159,95","Wir haben Grund zu Freude, denn New Balance hat den legendären 670er wieder auf den Markt gebracht!
Die schlichte Running-Silhouette kommt als eins-zu-eins Remake der Originalversion wieder und überzeugt durch seinen hohen Komfort, erstklassige Verarbeitung und natürlich auch durch die extrem langlebige Vibram Sohle!
Natürlich kommt der M670ORC auch mit seinen Key Design-Detail, dem doppelt hinterlegten »N«-Branding. Der all-over graue Colorway wird durch die dunkelblauen Details gelungen abgerundet.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","https://www.43einhalb.com/p/on-cloud-hi-grau-362677"
"Karhu Aria 95 ""True to Form Pack 2""","https://www.43einhalb.com/p/karhu-aria-95-true-to-form-pack-2-403753","https://43einhalb.com/media/253325/w/616/h/370/n/karhu-f803066-aria-1.jpg","Cloud Hi (grau)","On","€ 129,95","Releasedate: 20.11.2020 | Online: 00:01 Uhr.
Karhu’s famous M-symbol is derived from the word »Mestari« which means, »champion« in Finnish. As a progressive and on-trend sports brand, Karhu used the M-symbol in different shapes and forms throughout the 70s, 80s, 90s and 00s. To emphasize continuous progression whilst keeping heritage in mind, Karhu is launching the second installment of the »True To Form« Pack, this time focussing on the Aria 95.","https://43einhalb.com/media/106028/w/240/h/158/n/106028.jpg","https://www.43einhalb.com/marken/karhu","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","https://www.43einhalb.com/p/on-cloud-hi-grau-362677"
"Nike Zoom Double Stacked (schwarz)","https://www.43einhalb.com/p/nike-zoom-double-stacked-schwarz-451060","https://43einhalb.com/media/254636/w/616/h/370/n/nike-cz2909-001-zoom-double-stacked-1.jpg","Cloud ""All Black""","On","€ 229,95","Releasedate: 04.12.2020 | Online: 09:00 Uhr.
Mit dem Zoom Double Stacked releast Nike Sportswear eine neue Lifestyle-Silhouette für Frauen, die mit den Konventionen brechen! Inspiriert vom Begriff »Sukeban«, was auf japanisch so viel wie »Girl Boss« bedeutet, aber wörtlich schwer zu übersetzen ist, feiert der Sneaker Frauen, die mit veralteten Stereotypen brechen. Der Sneaker kommt in einem All-Black Design mit leichten DIY Details und einem atmungsaktiven Mesh-Upper daher, das von der dynamischen Sohlenkonstruktion aus zwei übereinander liegenden Zoom-Units getragen wird.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike","https://www.43einhalb.com/p/on-cloud-all-black-106398","https://www.43einhalb.com/p/on-cloud-all-black-106398"
"adidas W UltraBOOST 4.0 DNA (schwarz / weiß)","https://www.43einhalb.com/p/adidas-w-ultraboost-40-dna-schwarz-weiss-457942","https://43einhalb.com/media/256341/w/616/h/370/n/adidas-woman-fy9123-ultraboost-40-dna-1.jpg","W UltraBOOST 4.0 DNA (schwarz / weiß)","adidas","€ 159,95","","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas","",""
"New Balance ML527LA (schwarz / weiß)","https://www.43einhalb.com/p/new-balance-ml527la-schwarz-weiss-409629","https://43einhalb.com/media/253754/w/616/h/370/n/nb-823871-60-8-ml527la-1.jpg","Cloud ""All Black""","On","€ 79,95","Ein absoluter Klassiker: Der New Balance ML527LA überzeugt als stylische Neuinterpretation des typischen NB-Runners im klassischen Stil.
Hierbei besticht der Runner vor allem durch seine schlanke Silhouette und den alltagstauglichen Look. Das leichte und flexible Obermaterial aus Wildleder und Mesh-Obermaterial ist mit dem klassischen NB-Branding versehen, während die leichte EVA- Zwischensohle für bequemen Komfort und die strapazierfähige Gummiaußensohle für festen Halt sorgen. On top beglückt uns der neue NB ML527LA mit dem schwarzen Upper und den weißen Details einen starken und modernen Look.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance","https://www.43einhalb.com/p/on-cloud-all-black-106398","https://www.43einhalb.com/p/on-cloud-all-black-106398"
"Autry Dallas Low W (weiß / orange)","https://www.43einhalb.com/p/autry-dallas-low-w-weiss-orange-512853","https://43einhalb.com/media/255926/w/616/h/370/n/autry-women-adlwnw04-dallas-low-1.jpg","Dallas Low W (weiß / orange)","Autry","€ 144,95","BITTE BEACHTEN: Uns ist aufgefallen, dass der Medalist von Autry eine halbe bis ganze Nummer Größer ausfällt. Solltet Ihr also zwischen zwei Größen stehen, entscheidet Euch lieber für die kleinere.","https://43einhalb.com/media/250603/w/240/h/158/n/250603.jpg","https://www.43einhalb.com/marken/autry","",""
"Reebok Classic Leather Legacy (beige / bunt)","https://www.43einhalb.com/p/reebok-classic-leather-legacy-beige-bunt-457520","https://43einhalb.com/media/255098/w/616/h/370/n/reebok-women-fy7434-cl-legacy-6-2.jpg","V-10 - B-MESH (beige / weiß)","VEJA","€ 89,95","»Write Your Legacy«
Getreu diesem Motto bringt Reebok mit dem Classic Leather Legacy ein neues Modell an den Start, das seine DNA gleich aus zwei Reebok-Ikonen zieht. Inspiriert von der Running Heritage des Aztec von 1979 und des Classic Leather aus ’83, mit denen Reebok endgültig den Status als internationale Sportswear-Brand erreichte, ist es jetzt an der Zeit für deine Legacy!
Neuer Schuh. Alte Seele.
Reebok schaut aber bei diesem Modell nicht nur auf seine Running-Vergangenheit, sondern kombiniert klassische Designelementen des Classic Leather und Aztec mit den Trends von heute, um so unseren modernen Ansprüche gerecht zu werden.
Die neue Silhouette kommt mit einem aggressiven Shape und ist voll gespickt mit schönen Details, die am kompletten Schuh vorzufinden sind. Am Upper findest du hochwertige Suede Overlays, die über der klassischen, atmungsaktiven Nylon-Toebox vernäht sind. Sowohl auf der Innen- und Außenseite kommt das klassische Reebok Branding, das sich farblich vom Rest des Schuhs absetzt und für einen echten Hingucker sorgt. Des Weiteren befindet sich am Heel des Schuhs ein mit »Reebok« geprägtes Ledertag, das zusätzlich den Einstieg in den Legacy vereinfacht.
Besonders begeistert uns das hochwertige Lederlining und der von innen gepolsterte Knöchelbereich, der den Tragekomfort auf ein ganz anderes Level hebt. Komplettiert wird der Vintage Running-Vibe von der nach hinten verlängerten Zwischensohle, die den Schuh noch dynamischer wirken lässt und einer offen gehaltenen Schaumstoffzunge.
Mit dem Classic Legacy bringt Reebok ein heißes Teil von der Laufbahn auf die Straße und damit auch an deine Füße!","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484"
"New Balance CT1500CA (weiß / grau / braun)","https://www.43einhalb.com/p/new-balance-ct1500ca-weiss-grau-braun-408693","https://43einhalb.com/media/255393/w/616/h/370/n/nb-817071-60-3-ct1500ca-1.jpg","Force 1 TD (weiß)","Nike","€ 119,95","","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838"
"Nike Air Force 1 '07 LV8 (weiß / silber / schwarz)","https://www.43einhalb.com/p/nike-air-force-1-07-lv8-weiss-silber-schwarz-449462","https://43einhalb.com/media/252162/w/616/h/370/n/nike-ct2299-100-air-force-1-07-lv8-1.jpg","Air Force 1 '07 LV8 (weiß / silber / schwarz)","Nike","€ 109,95","Releasedate: 05.11.2020 | Online: 09:00 Uhr.
Ursprünglich 1982 als erster Basketballschuh mit der der Nike Air Technologie auf den Markt bzw. Court gebracht, ließ bereits der Name der neuen Premium-Silhouette Großes erwarten. So zog man Inspiration bei dem Präsidenten der Vereinigten Staaten selbst und taufte den neuen Basketball-Sneaker kurzerhand in Anlehnung an das Präsidentenflugzeug »Air Force 1«. Während der Kultsneaker zunächst als praktische High-Top-Schuh auf dem Court groß und später als angesagt Low-Top-Verison in der Hip Hop-Szene gefeiert wurde, dient die klassische AF1-Silhouette seither als Grundlage für zahlreiche künstlerische Designs, subtile zeitgemäße Updates und starke Kollaborationen. Dabei ging jedoch nie die typische AF1-DNA, die wir by the way ihrem Designer Bruce Kilgore zu verdanken haben, verloren. Dank seiner zeitlosen Wandelbarkeit mauserte sich die einzigartige Air Force-Silhouette nach und nach zum unangefochtenen Standard in der weltweiten Streetwear-Szene – eine waschechte »Ikone« eben, die sich ihren Titel mehr als verdient hat.
Für die dunkleren Tage im Jahr hat sich Nike einen ganz besonderen Partner ausgesucht - 3M! Der US-amerikanische Multi-Technologiekonzern ist bei uns Sneaker- und Streetwear-Fans wohl vor allem für die reflektierenden Materialien bekannt, die es schon öfters auf den ein oder anderen Schuh oder Jacke geschafft haben. Im Rahmen der Kollaboration bekommt auch Nikes All-Time Classic, der Air Force 1 ein Update mit reflektierenden Details auf dem Swoosh, dem Seiten-Panel am Heel und dem Tag an der Zunge des Schuhs.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike","",""
"New Balance M920MM - Made in England (multicolor)","https://www.43einhalb.com/p/new-balance-m920mm-made-in-england-multicolor-407409","https://43einhalb.com/media/251632/w/616/h/370/n/nb-822001-60-2-m920mm-1.jpg","Classic Slip-On (schwarz / weiß / rot)","Vans","€ 199,95","Mit dem neuen M920 Made in England präsentiert uns New Balance die neueste Silhouette aus ihrer Factory in Flimby, die in gewohnt hochwertiger Verarbeitung daher kommt.
Das Design des M920 ist inspiriert von seinen Vorgängern, den legendären 900er- und 1000er-Serien, die seit jeher als Laufschuhe im Premium-Segment erfolgreich sind. Um dem bekannten Design ein zeitgemäßes Update zu geben, wurde sowohl das Upper als auch die Sohlenkonstruktion komplett überarbeitet.
Auch der Material-Mix ist in gewohnter New Balance Manier natürlich eine Erwähnung wert! Das Grundkonstrukt des Schuhs besteht aus einem groben Mesh, das ausreichend Luftzirkulation während des Laufens garantiert. Darauf aufgesetzt wurden mehrere bunte Glattleder-, Suede und Synthetic-Panels. Natürlich kommt auch der 920er mit dem bekannten »N«-Branding daher. Als klassischer Laufschuh wird natürlich auch hier der Komfort keines Falls vernachlässigt, denn das Upper des New Balance M920MM wird von einer ENCAP-Zwischensohle getragen.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance","https://www.43einhalb.com/p/vans-classic-slip-on-schwarz-weiss-rot-426732","https://www.43einhalb.com/p/vans-classic-slip-on-schwarz-weiss-rot-426732"
"HOKA ONE ONE W Clifton 7 (türkis / gelb)","https://www.43einhalb.com/p/hoka-one-one-w-clifton-7-tuerkis-gelb-479778","https://43einhalb.com/media/255577/w/616/h/370/n/hoka-one-one-women-1110509-mmhc-w-clifton-7-1.jpg","W Clifton 7 (türkis / gelb)","HOKA ONE ONE","€ 139,95","","https://43einhalb.com/media/218277/w/240/h/158/n/218277.jpg","https://www.43einhalb.com/marken/hoka-one-one","",""
